,Symbol,Name,Industry,IndustryCode
2325,DHBCU,DHB Capital Corp,기타 금융업,556010
2326,TZPSU,TZP Strategies Acquisition Corp,기타 금융업,556010
2327,PBCTP,People's United Financial Inc PRF,은행,551010
2328,CBNK,Capital Bancorp Inc,은행,551010
2329,VOSO,Virtuoso Acquisition Corp Class A,기타 금융업,556010
2330,SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
2331,PLXP,PLx Pharma Inc,생명과학 및 메디컬 리서치,562020
2332,GNAC,Group Nine Acquisition Corp Class A,기타 금융업,556010
2333,UEPS,Net 1 UEPS Technologies Inc,전문 및 상업 서비스,522030
2334,LDHA,LDH Growth Corp I Class A,기타 금융업,556010
2335,CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
2336,LHAA,Lerer Hippeau Acquisition Corp Class A,기타 금융업,556010
2337,NOAC,Natural Order Acquisition Corp,기타 금융업,556010
2338,ORRF,Orrstown Financial Services Inc,은행,551010
2339,IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
2340,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2341,ATVCU,Tribe Capital Growth Corp I,기타 금융업,556010
2342,ADERU,26 Capital Acquisition Corp,기타 금융업,556010
2343,ASPC,Alpha Capital Acquisition Co Class A,기타 금융업,556010
2344,SHAC,SCP & Healthcare Acquisition Co Class A,기타 금융업,556010
2345,FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2346,ARBG,Aequi Acquisition Corp Class A,기타 금융업,556010
2347,PTIC,PropTech Investment II Corp Class A,기타 금융업,556010
2348,VII,7GC & Holdings Co Inc Class A,기타 금융업,556010
2349,KINZU,Kins Technology Group Inc.,기타 금융업,556010
2350,BLTS,Bright Lights Acquisition Corp Class A,기타 금융업,556010
2351,ACTDU,ArcLight Clean Transition Corp II,기타 금융업,556010
2352,FITBO,Fifth Third Bancorp ADR,은행,551010
2353,PAQC,Provident Acquisition Corp Class A,기타 금융업,556010
2354,BIOT,Biotech Acquisition Co Class A,기타 금융업,556010
2355,TMKRU,Tastemaker Acquisition Corp,기타 금융업,556010
2356,ITQ,Itiquira Acquisition Corp Class A,기타 금융업,556010
2357,NRIM,Northrim BanCorp Inc,은행,551010
2358,RSVA,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
2359,VELO,Velocity Acquisition Corp Class A,기타 금융업,556010
2360,MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2361,XGN,Exagen Inc,헬스케어 업체 및 서비스,561020
2362,LVTX,LAVA Therapeutics NV,생명과학 및 메디컬 리서치,562020
2363,TFFP,TFF Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2364,ZWRK,Z-Work Acquisition Corp Class A,기타 금융업,556010
2365,NVSAU,New Vista Acquisition Corp,기타 금융업,556010
2366,CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
2367,WLFC,Willis Lease Finance Corp,전문 및 상업 서비스,522030
2368,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
2369,BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
2370,SWETU,Athlon Acquisition Corp,기타 금융업,556010
2371,GTPAU,Gores Technology Partners Inc,기타 금융업,556010
2372,SLGL,Sol Gel Technologies Ltd,생명과학 및 메디컬 리서치,562020
2373,KAIRU,Kairos Acquisition Corp,기타 금융업,556010
2374,LEGOU,Legato Merger Corp,기타 금융업,556010
2375,EYPT,EyePoint Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2376,POWRU,Powered Brands,기타 금융업,556010
2377,HLAHU,Hamilton Lane Alliance Holdings I Inc,기타 금융업,556010
2378,ACACU,Acies Acquisition Corp,기타 금융업,556010
2379,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
2380,AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
2381,EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2382,EACPU,Edify Acquisition Corp,기타 금융업,556010
2383,SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
2384,CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
2385,MRLN,Marlin Business Services Corp,은행,551010
2386,PDSB,PDS Biotechnology Corp,생명과학 및 메디컬 리서치,562020
2387,HCCCU,Healthcare Capital Corp,기타 금융업,556010
2388,INSE,Inspired Entertainment Inc,소프트웨어 및 IT서비스,572010
2389,EBET,Esports Technologies Inc,호텔 및 엔터테인먼트,533010
2390,III,Information Services Group Inc,전문 및 상업 서비스,522030
2391,FIIIU,Forum Merger III Corp,기타 금융업,556010
2392,FSRXU,Finserv Acquisition Corp II,기타 금융업,556010
2393,FSSI,Fortistar Sustainable Solutions Corp Class A,기타 금융업,556010
2394,KRNLU,Kernel Group Holdings Inc,기타 금융업,556010
2395,UIHC,United Insurance Holdings Corp,보험,553010
2396,FRBA,FIRST BANK (Hamilton),은행,551010
2397,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
2398,AFAQ,AF Acquisition Corp Class A,기타 금융업,556010
2399,XERS,Xeris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2400,FRSG,First Reserve Sustainable Growth Corp Class A,기타 금융업,556010
2401,SVOKU,Seven Oaks Acquisition Corp,기타 금융업,556010
2402,CLVR,Clever Leaves Holdings Inc,식품 및 담배,541020
2403,BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
2404,BSET,Bassett Furniture Industries Inc,가정용품,532040
2405,ONDS,Ondas Holdings Inc,소프트웨어 및 IT서비스,572010
2406,CLSD,Clearside Biomedical Inc,생명과학 및 메디컬 리서치,562020
2407,VIH,VPC Impact Acquisition Holdings Class A,기타 금융업,556010
2408,FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
2409,FDBC,Fidelity D&D Bancorp Inc,은행,551010
2410,SUNW,Sunworks Inc,재생에너지,502010
2411,GLHA,Glass Houses Acquisition Corp Class A,기타 금융업,556010
2412,FSSIU,Fortistar Sustainable Solutions Corp,기타 금융업,556010
2413,AURCU,Aurora Acquisition Corp,기타 금융업,556010
2414,DCRBU,Decarbonization Plus Acquisition Corp,기타 금융업,556010
2415,BPYPO,Brookfield Property Partners LP Unit Class A,부동산 운영 관리,601010
2416,FMBIP,First Midwest Bancorp Inc ADR,은행,551010
2417,TLIS,Talis Biomedical Corp,생명과학 및 메디컬 리서치,562020
2418,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2419,TLC,Taiwan Liposome Co Ltd ADR,생명과학 및 메디컬 리서치,562020
2420,TEKKU,Tekkorp Digital Acquisition Corp,기타 금융업,556010
2421,INMB,INmune Bio Inc,생명과학 및 메디컬 리서치,562020
2422,GSAQU,Global Synergy Acquisition Corp,기타 금융업,556010
2423,PWFL,PowerFleet Inc,소프트웨어 및 IT서비스,572010
2424,ESXB,Community Bankers Trust Corp,은행,551010
2425,VLATU,Valor Latitude Acquisition Corp,기타 금융업,556010
2426,HCAQ,HealthCor Catalio Acquisition Corp Class A,기타 금융업,556010
2427,CRBP,Corbus Pharmaceuticals Holdings Inc,생명과학 및 메디컬 리서치,562020
2428,STWOU,ACON S2 Acquisition Corp,기타 금융업,556010
2429,KMDA,Kamada Ltd,제약,562010
2430,CFFEU,CF Acquisition Corp VIII,기타 금융업,556010
2431,SRAC,Stable Road Acquisition Corp Class A,기타 금융업,556010
2432,IIIIU,Insu Acquisition Corp III,기타 금융업,556010
2433,ALCO,Alico Inc,식품 및 담배,541020
2434,FSII,FS Development II Corp Class A,기타 금융업,556010
2435,PFBI,Premier Financial Bancorp Inc,은행,551010
2436,CFFVU,CF Acquisition Corp V,기타 금융업,556010
2437,MICT,MICT Inc,우주항공 및 국방,521010
2438,FRW,PWP Forward Acquisition Corp I Class A,기타 금융업,556010
2439,VPCBU,VPC Impact Acquisition Holdings II,기타 금융업,556010
2440,ISLE,Isleworth Healthcare Acquisition Corp,기타 금융업,556010
2441,ACEVU,ACE Convergence Acquisition Corp,기타 금융업,556010
2442,CYBE,CyberOptics Corp,전자 장비 및 부품,571040
2443,LBPS,4D Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
2444,MTACU,MedTech Acquisition Corp,기타 금융업,556010
2445,RPHM,Reneo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2446,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2447,RCLFU,Rosecliff Acquisition Corp I,기타 금융업,556010
2448,LVRAU,Levere Holdings Corp,기타 금융업,556010
2449,ATNF,180 Life Sciences Corp,생명과학 및 메디컬 리서치,562020
2450,VCVC,10X Capital Venture Acquisition Corp Class A,기타 금융업,556010
2451,DBDRU,Roman DBDR Tech Acquisition Corp,기타 금융업,556010
2452,BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
2453,PCOM,Points International Ltd,소프트웨어 및 IT서비스,572010
2454,LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
2455,BPYUP,Brookfield Property REIT Inc PRF,주택 및 상업용 리츠,601020
2456,TMTS,Spartacus Acquisition Corp Class A,기타 금융업,556010
2457,MONCU,Monument Circle Acquisition Corp,기타 금융업,556010
2458,GHAC,Gaming & Hospitality Acquisition Corp Class A,기타 금융업,556010
2459,CFACU,CF Finance Acquisition III Corp,기타 금융업,556010
2460,DLCA,Deep Lake Capital Acquisition Corp Class A,기타 금융업,556010
2461,LAZY,Lazydays Holdings Inc,레저 상품,532050
2462,SIC,Select Interior Concepts Inc Class A,주택건설,532030
2463,SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
2464,RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
2465,BPYPN,Brookfield Property Partners LP PRF,부동산 운영 관리,601010
2466,OXSQ,Oxford Square Capital Corp,다양한 금융서비스,555010
2467,GGMCU,Glenfarne Merger Corp,기타 금융업,556010
2468,SUNS,SLR Senior Investment Corp,다양한 금융서비스,555010
2469,DISAU,Disruptive Acquisition Corporation I,기타 금융업,556010
2470,DYNS,Dynamics Special Purpose Corp Class A,기타 금융업,556010
2471,IDBA,Idex Biometrics ASA ADR,전자 장비 및 부품,571040
2472,KIIIU,Kismet Acquisition Three Corp,기타 금융업,556010
2473,SCAQU,Stratim Cloud Acquisition Corp,기타 금융업,556010
2474,GAMCU,Golden Arrow Merger Corp,기타 금융업,556010
2475,TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
2476,CPLP,Capital Product Partners LP Unit,오일 및 가스 장비 및 서비스,501030
2477,FMAO,Farmers & Merchants Bancorp Inc,은행,551010
2478,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
2479,FUND,Sprott Focus Trust Inc,다양한 금융서비스,555010
2480,ZNTEU,Zanite Acquisition Corp,기타 금융업,556010
2481,CRZN,Corazon Capital V838 Monoceros Corp Class A,기타 금융업,556010
2482,KAII,Kismet Acquisition Two Corp Class A,기타 금융업,556010
2483,SVSVU,Spring Valley Acquisition Corp,기타 금융업,556010
2484,RCHG,Recharge Acquisition Corp Class A,기타 금융업,556010
2485,NOACU,Natural Order Acquisition Corp,기타 금융업,556010
2486,CVCY,Central Valley Community Bancorp,은행,551010
2487,BCTG,Bctg Acquisition Corp,기타 금융업,556010
2488,AGNCM,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
2489,ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
2490,CFMS,Conformis Inc,헬스케어 장비 및 용품,561010
2491,OEG,Orbital Energy Group Inc,건설 및 엔지니어링,522010
2492,ACNB,ACNB Corp,은행,551010
2493,FRBK,Republic First Bancorp Inc,은행,551010
2494,NVVE,Nuvve Holding Corp,전기 유틸리티,591010
2495,VOSOU,Virtuoso Acquisition Corp,기타 금융업,556010
2496,MSGM,Motorsport Games Inc Class A,소프트웨어 및 IT서비스,572010
2497,PCB,PCB Bancorp,은행,551010
2498,TCAC,Tuatara Capital Acquisition Corp Class A,기타 금융업,556010
2499,NMRD,Nemaura Medical Inc,헬스케어 장비 및 용품,561010
2500,SRACU,Stable Road Acquisition Corp Unit,기타 금융업,556010
2501,METC,Ramaco Resources Inc,메탈&마이닝,512010
2502,TBSA,TB SA Acquisition Corp Class A,기타 금융업,556010
2503,WTRH,Waitr Holdings Inc,소프트웨어 및 IT서비스,572010
2504,ITHXU,ITHAX Acquisition Corp,기타 금융업,556010
2505,BOCH,Bank of Commerce Holdings,은행,551010
2506,NRACU,Noble Rock Acquisition Corp,기타 금융업,556010
2507,PIRS,Pieris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2508,THMAU,Thimble Point Acquisition Corp,기타 금융업,556010
2509,PFHD,Professional Holding Corp Class A,은행,551010
2510,DUO,Fangdd Network Group Ltd ADR,부동산 운영 관리,601010
2511,APEN,Apollo Endosurgery Inc,헬스케어 장비 및 용품,561010
2512,NBN,Northeast Bank,은행,551010
2513,PKBK,Parke Bancorp Inc,은행,551010
2514,CHMA,Chiasma Inc,제약,562010
2515,FVCB,FVCBankcorp Inc,은행,551010
2516,CIDM,Cinedigm Corp Class A,미디어 및 출판,533020
2517,TBNK,Territorial Bancorp Inc,은행,551010
2518,PUCKU,Goal Acquisitions Corp,기타 금융업,556010
2519,FRONU,Frontier Acquisition Corp,기타 금융업,556010
2520,SAMG,Silvercrest Asset Management Group Inc Class A,투자은행 및 서비스,551020
2521,AKICU,Sports Ventures Acquisition Corp,기타 금융업,556010
2522,KVHI,KVH Industries Inc,커뮤니케이션 및 네트워킹,571020
2523,PANA,Panacea Acquisition II Corp Class A,기타 금융업,556010
2524,ADMS,Adamas Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2525,ACAC,Acies Acquisition Corp Class A,기타 금융업,556010
2526,CMMB,Chemomab Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
2527,NISN,Nisun International Enterprise Development Group Co Ltd Class A,핀테크,573010
2528,GCBC,Greene County Bancorp Inc,은행,551010
2529,ISTR,Investar Holding Corp,은행,551010
2530,SLMBP,SLM Corp PRF,은행,551010
2531,MRCC,Monroe Capital Corp,다양한 금융서비스,555010
2532,CMLS,Cumulus Media Inc Class A,미디어 및 출판,533020
2533,VIIAU,7GC & Holdings Co Inc,기타 금융업,556010
2534,UNTY,Unity Bancorp Inc,은행,551010
2535,DFPHU,DFP Healthcare Acquisitions Corp Unit,기타 금융업,556010
2536,TSBK,Timberland Bancorp Inc,은행,551010
2537,FTPAU,FTAC Parnassus Acquisition Corp,기타 금융업,556010
2538,VIHAU,VPC Impact Acquisition Holdings,기타 금융업,556010
2539,GNACU,Group Nine Acquisition Corp,기타 금융업,556010
2540,HURC,Hurco Companies Inc,"건설장비 및 대형차, 기차, 배",521020
2541,AEACU,Authentic Equity Acquisition Corp,기타 금융업,556010
2542,AAOI,Applied Optoelectronics Inc,전자 장비 및 부품,571040
2543,BLTSU,Bright Lights Acquisition Corp,기타 금융업,556010
2544,FBIZ,First Business Financial Services Inc,은행,551010
2545,CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
2546,PBPB,Potbelly Corp,호텔 및 엔터테인먼트,533010
2547,JAGX,Jaguar Health Inc,생명과학 및 메디컬 리서치,562020
2548,PDLB,PDL Community Bancorp,은행,551010
2549,GMBL,Esports Entertainment Group Inc,소프트웨어 및 IT서비스,572010
2550,SHACU,SCP & Healthcare Acquisition Co,기타 금융업,556010
2551,ASPCU,Alpha Capital Acquisition Co,기타 금융업,556010
2552,PAQCU,Provident Acquisition Corp,기타 금융업,556010
2553,ZYNE,Zynerba Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2554,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2555,PTICU,PropTech Investment II Corp,기타 금융업,556010
2556,LDHAU,LDH Growth Corp I,기타 금융업,556010
2557,WTREP,Watford Holdings Ltd PRF,보험,553010
2558,ARBGU,Aequi Acquisition Corp,기타 금융업,556010
2559,UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
2560,ALYA,Alithya Group Inc Class A,소프트웨어 및 IT서비스,572010
2561,ITQRU,Itiquira Acquisition Corp,기타 금융업,556010
2562,ISAA,Iron Spark I Inc Class A,기타 금융업,556010
2563,PCTTU,Purecycle Technologies Inc,전문 및 상업 서비스,522030
2564,BIOTU,Biotech Acquisition Co,기타 금융업,556010
2565,FRWAU,PWP Forward Acquisition Corp I,기타 금융업,556010
2566,ADMA,ADMA Biologics Inc,생명과학 및 메디컬 리서치,562020
2567,VWTR,Vidler Water Resources Inc,수도 유틸리티,591030
2568,KAIIU,Kismet Acquisition Two Corp,기타 금융업,556010
2569,ZWRKU,Z-Work Acquisition Corp,기타 금융업,556010
2570,SMTI,Sanara Medtech Inc,제약,562010
2571,VELOU,Velocity Acquisition Corp,기타 금융업,556010
2572,FLNT,Fluent Inc,미디어 및 출판,533020
2573,SBT,Sterling Bancorp Inc,은행,551010
2574,AVEO,Aveo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2575,MOXC,Moxian Inc,헬스케어 업체 및 서비스,561020
2576,BCBP,BCB Bancorp Inc,은행,551010
2577,TYME,Tyme Technologies Inc,생명과학 및 메디컬 리서치,562020
2578,SYBX,Synlogic Inc,생명과학 및 메디컬 리서치,562020
2579,FTAAU,FTAC Athena Acquisition Corp,기타 금융업,556010
2580,SRRA,Sierra Oncology Inc,생명과학 및 메디컬 리서치,562020
2581,ATLO,Ames National Corp,은행,551010
2582,HCIIU,Hudson Executive Investment Corp II,기타 금융업,556010
2583,AIRG,Airgain Inc,커뮤니케이션 및 네트워킹,571020
2584,CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
2585,CASI,CASI Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2586,PANL,Pangaea Logistics Solutions Ltd,화물 및 물류 서비스,524050
2587,HROW,Harrow Health Inc,제약,562010
2588,IMPL,Impel Neuropharma Inc,생명과학 및 메디컬 리서치,562020
2589,OSTRU,Oyster Enterprises Acquisition Corp,기타 금융업,556010
2590,HYW,Hywin Holdings Ltd ADR,투자은행 및 서비스,551020
2591,CKPT,Checkpoint Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2592,AFAQU,AF Acquisition Corp,기타 금융업,556010
2593,FRSGU,First Reserve Sustainable Growth Corp,기타 금융업,556010
2594,MFIN,Medallion Financial Corp,은행,551010
